	Unnamed: 0	lemme	freqlemlivres	freqlemlivres_cumsum	freqlemlivres_cumsumpercent
512	88030	nouvelle	172.5	675672.8	67.56728000000001
513	58678	foutre	172.3	675845.1000000001	67.58451000000001
514	92602	parmi	171.96	676017.06	67.60170600000001
515	77698	long	171.35	676188.41	67.618841
516	48610	empêcher	171.28	676359.6900000001	67.63596899999999
517	132594	tuer	171.15	676530.8400000001	67.65308399999999
518	94924	petit	169.66	676700.5000000001	67.67005000000002
519	14566	bientôt	169.59	676870.0900000001	67.687009
520	34931	d'abord	169.32	677039.41	67.703941
521	50818	ensuite	169.19	677208.6	67.72086
522	111536	reste	168.58	677377.1799999999	67.73771799999999
523	127856	tellement	168.51	677545.69	67.75456899999999
524	59018	frapper	168.31	677714.0	67.7714
525	88105	nu	168.04	677882.04	67.78820400000001
526	76739	libre	167.91	678049.9500000001	67.80499499999999
527	75860	lancer	165.07	678215.02	67.821502
528	27150	comment	164.93	678379.9500000001	67.83799499999999
529	59011	français	164.59	678544.54	67.854454
530	57190	fleur	164.39	678708.93	67.87089300000001
531	57696	fou	164.32	678873.25	67.887325
532	38998	droit	163.72	679036.97	67.903697
533	113722	rouler	163.45	679200.4199999999	67.92004200000001
534	38996	droit	163.38	679363.7999999999	67.93638
535	96989	pleurer	163.31	679527.11	67.952711
536	15874	bonheur	162.36	679689.47	67.968947
537	76941	ligne	162.3	679851.77	67.98517700000001
538	71828	installer	162.23	680014.0	68.0014
539	59514	froid	161.69	680175.69	68.017569
540	120409	signe	161.28	680336.97	68.033697
541	121116	soeur	161.01	680497.98	68.049798
542	109436	remonter	160.14	680658.12	68.065812
543	124379	suffire	159.39	680817.51	68.081751
544	7580	apporter	159.32	680976.83	68.09768299999999
545	7289	apparaître	159.26	681136.09	68.113609
546	59596	front	159.12	681295.21	68.129521
547	67800	hôtel	158.92	681454.13	68.145413
548	35306	debout	158.85	681612.98	68.161298
549	111870	retour	158.65	681771.63	68.17716300000001
550	3777	aider	158.65	681930.28	68.193028
551	10925	aujourd'hui	158.24	682088.52	68.20885200000001
552	61679	genre	157.91	682246.43	68.224643
553	79898	manière	157.77	682404.2000000001	68.24042
554	111291	ressembler	157.5	682561.7000000001	68.25617000000001
555	119685	sentiment	157.3	682719.0000000001	68.27190000000002
556	101286	près	156.96	682875.9600000001	68.28759600000001
557	16483	bouger	156.76	683032.7200000001	68.30327199999999
558	25332	clair	156.69	683189.41	68.31894100000001
559	76485	lentement	156.55	683345.9600000001	68.33459599999999
560	92925	parvenir	156.42	683502.3800000001	68.35023800000002
561	120832	six	156.22	683658.6000000001	68.36586000000001
562	93907	pencher	155.88	683814.4800000001	68.38144799999999
563	90626	oser	155.54	683970.0200000001	68.39700200000001
564	112875	rire	155.47	684125.4900000001	68.41254900000001
565	33124	cri	155.41	684280.9	68.42809000000001
566	68989	impression	155.27	684436.1700000003	68.44361700000002
567	5837	ancien	154.86	684591.03	68.45910300000001
568	63969	gris	154.86	684745.8900000001	68.47458900000001
569	135684	vingt	154.59	684900.4800000001	68.49004800000002
570	65288	habitude	154.46	685054.9400000001	68.50549400000001
571	93008	passage	154.39	685209.3300000001	68.52093300000001
572	101839	préparer	154.12	685363.4500000001	68.53634500000001
573	75041	juste	153.45	685516.9	68.55169000000001
574	80241	marche	152.97	685669.87	68.566987
575	106705	refuser	152.77	685822.64	68.582264
576	137761	âme	151.62	685974.26	68.597426
577	94091	pensée	151.55	686125.81	68.612581
578	81329	maître	151.49	686277.3	68.62773
579	35064	dame	151.35	686428.65	68.642865
580	78583	léger	151.01	686579.66	68.657966
581	121233	sol	150.34	686730.0	68.673
582	74484	joie	150.2	686880.2	68.68802
583	91307	payer	150.2	687030.3999999999	68.70303999999999
584	32253	cour	150.14	687180.5399999999	68.71805400000001
585	18563	bureau	150.07	687330.6099999999	68.73306099999999
586	92357	pareil	149.66	687480.2699999999	68.74802700000001
587	76480	lendemain	149.26	687629.5299999999	68.762953
588	52089	escalier	148.85	687778.3799999999	68.77783799999999
589	120563	simple	148.58	687926.9599999997	68.79269599999998
590	1709	acheter	148.38	688075.34	68.80753399999999
591	53747	exister	148.18	688223.5199999999	68.822352
592	113036	robe	148.18	688371.7	68.83717
593	51036	entier	147.91	688519.61	68.851961
594	135420	vide	147.5	688667.11	68.866711
595	39178	dur	146.69	688813.7999999999	68.88138000000001
596	8512	armée	146.55	688960.35	68.896035
597	129271	ton	146.35	689106.7	68.91067
598	92372	parent	146.35	689253.0499999999	68.92530500000001
599	97454	poche	146.28	689399.33	68.939933
600	78000	lourd	145.88	689545.21	68.954521
601	135129	vert	145.14	689690.35	68.96903499999999
602	38617	doux	145.07	689835.4199999999	68.98354199999999
603	50715	ensemble	145.07	689980.4899999999	68.99804899999998
604	139365	église	145.07	690125.5599999998	69.01255599999999
605	128348	tes	145.0	690270.5599999998	69.02705599999999
606	921	accepter	144.66	690415.22	69.04152199999999
607	28545	conduire	144.66	690559.8799999999	69.05598799999999
608	79561	maman	144.39	690704.2699999999	69.070427
609	136885	vue	144.39	690848.6599999999	69.08486599999999
610	135640	village	143.99	690992.6499999999	69.09926499999999
611	138643	école	143.99	691136.6399999999	69.11366399999999
612	111706	retenir	143.92	691280.5599999999	69.128056
613	119284	sec	142.84	691423.3999999999	69.14233999999999
614	119985	service	142.77	691566.1699999999	69.156617
615	109210	remarquer	142.16	691708.33	69.170833
616	82558	mille	142.09	691850.4199999999	69.18504200000001
617	134825	ventre	141.96	691992.3799999999	69.199238
618	62971	goût	141.82	692134.1999999997	69.21341999999999
619	52357	espèce	141.69	692275.8899999998	69.22758899999998
620	39957	début	141.49	692417.3799999998	69.24173799999998
621	101926	présent	141.01	692558.3899999998	69.25583899999998
622	56841	fixer	140.95	692699.3399999997	69.26993399999998
623	32144	couper	140.88	692840.2199999997	69.28402199999998
624	137143	vérité	140.88	692981.0999999997	69.29810999999998
625	95297	phrase	140.47	693121.5699999997	69.31215699999997
626	58169	fort	140.27	693261.8399999997	69.32618399999997
627	136740	voyage	140.07	693401.9099999997	69.34019099999996
628	96598	plaire	139.8	693541.7099999997	69.35417099999998
629	126903	taire	139.8	693681.5099999998	69.36815099999998
630	22348	cependant	139.73	693821.2399999998	69.38212399999998
631	112201	revoir	139.46	693960.6999999997	69.39606999999997
632	140985	époque	138.51	694099.2099999997	69.40992099999997
633	56116	feuille	138.04	694237.2499999998	69.42372499999998
634	81433	mener	137.7	694374.9499999997	69.43749499999997
635	49382	endroit	137.57	694512.5199999997	69.45125199999997
636	47614	embrasser	137.5	694650.0199999997	69.46500199999997
637	7976	après	137.23	694787.2499999997	69.47872499999997
638	76501	lequel	137.09	694924.3399999996	69.49243399999996
639	47165	effort	136.62	695060.9599999996	69.50609599999996
640	22755	chance	136.35	695197.3099999996	69.51973099999996
641	1155	accord	136.15	695333.4599999996	69.53334599999997
642	127097	tandis que	136.15	695469.6099999996	69.54696099999997
643	73102	intérieur	135.88	695605.4899999996	69.56054899999997
644	117633	saisir	135.74	695741.2299999996	69.57412299999996
645	101923	présence	135.54	695876.7699999997	69.58767699999997
646	22259	cent	135.41	696012.1799999997	69.60121799999997
647	34186	cuisine	135.41	696147.5899999997	69.61475899999998
648	101927	présenter	135.14	696282.7299999996	69.62827299999998
649	52359	espérer	134.93	696417.6599999998	69.64176599999998
650	108753	rejoindre	134.8	696552.4599999997	69.65524599999999
651	118489	sauter	134.59	696687.0499999998	69.66870499999997
652	61413	gauche	134.59	696821.6399999998	69.68216399999997
653	120565	simplement	134.32	696955.9599999997	69.69559599999997
654	35337	demain	134.12	697090.0799999997	69.70900799999997
655	17173	boîte	134.05	697224.1299999998	69.72241299999997
656	24217	choisir	133.92	697358.0499999998	69.73580499999998
657	6220	annoncer	133.92	697491.97	69.74919699999998
658	23629	cher	133.65	697625.6199999999	69.76256199999999
659	32576	couvrir	133.51	697759.1299999999	69.77591299999999
660	76174	larme	133.51	697892.6399999999	69.78926399999999
661	101608	préférer	133.38	698026.0199999999	69.80260200000001
662	139845	éloigner	133.11	698159.1299999999	69.815913
663	120844	siècle	132.91	698292.0399999999	69.82920399999999
664	81819	mesure	132.84	698424.8799999999	69.84248799999999
665	138219	échapper	132.64	698557.5199999999	69.855752
666	93412	patron	132.43	698689.95	69.868995
667	90995	ouvert	132.36	698822.3099999999	69.88223099999999
668	62930	gouvernement	132.03	698954.34	69.895434
669	102646	puisque	131.82	699086.1599999999	69.90861600000001
670	105919	rapport	130.95	699217.1099999999	69.92171099999999
671	23330	chat	130.74	699347.85	69.93478499999999
672	83393	moindre	130.27	699478.1199999999	69.94781199999998
673	85566	mètre	130.07	699608.1899999997	69.96081899999999
674	90161	or	130.0	699738.1899999997	69.97381899999998
675	104083	quelqu'un	128.92	699867.1099999999	69.98671099999999
676	121244	soldat	128.92	699996.0299999999	69.99960300000001
677	35377	demeurer	128.85	700124.8799999999	70.01248799999999
678	117098	rêve	128.58	700253.4599999997	70.02534599999998
679	51	abandonner	128.45	700381.9099999998	70.03819099999998
680	38620	doucement	128.38	700510.2899999998	70.05102899999999
681	117079	rêver	128.18	700638.47	70.06384699999998
682	61675	genou	127.91	700766.3799999999	70.07663799999999
683	89758	oncle	127.7	700894.0799999997	70.08940799999998
684	63164	grand	127.64	701021.72	70.10217199999998
685	141111	éprouver	127.09	701148.8099999998	70.11488099999998
686	128041	tenter	126.96	701275.7699999998	70.12757699999997
687	133407	tôt	126.76	701402.5299999998	70.14025299999997
688	10309	atteindre	126.76	701529.2899999998	70.15292899999999
689	53538	exemple	126.62	701655.9099999998	70.16559099999998
690	9851	assurer	126.55	701782.4599999997	70.17824599999999
691	75958	langue	126.28	701908.7399999999	70.190874
692	7915	appuyer	126.01	702034.7499999999	70.20347499999998
693	30393	contraire	126.01	702160.7599999999	70.21607599999999
694	22863	chanter	125.81	702286.57	70.228657
695	121407	sombre	125.74	702412.3099999999	70.241231
696	35607	dent	125.68	702537.99	70.253799
697	142205	été	125.47	702663.46	70.266346
698	116768	réveiller	125.41	702788.87	70.278887
699	65873	haut	125.07	702913.94	70.291394
700	108940	relever	124.93	703038.87	70.303887
701	10458	attention	124.53	703163.4	70.31634
702	1079	accompagner	124.46	703287.86	70.328786
703	88667	objet	124.32	703412.1799999999	70.34121800000001
704	80341	mari	124.26	703536.44	70.35364399999999
705	65809	hasard	124.19	703660.6299999999	70.36606299999998
706	85106	murmurer	123.58	703784.2099999998	70.37842099999997
707	43932	départ	123.04	703907.2499999999	70.39072499999997
708	131177	traîner	122.77	704030.0199999998	70.40300199999999
709	97282	pluie	122.57	704152.5899999999	70.41525899999998
710	142653	être	122.57	704275.1599999998	70.42751599999998
711	64255	groupe	122.5	704397.6599999998	70.43976599999998
712	67734	hésiter	122.43	704520.0899999999	70.45200899999998
713	116724	réussir	122.16	704642.2499999999	70.46422499999998
714	23080	charger	122.16	704764.4099999998	70.47644100000001
715	74624	joue	121.76	704886.1699999998	70.48861699999998
716	119302	seconde	121.49	705007.6599999998	70.500766
717	48420	emporter	121.28	705128.94	70.51289399999997
718	102284	prêt	121.28	705250.22	70.52502199999998
719	32061	couler	121.15	705371.37	70.537137
720	5541	amuser	120.95	705492.32	70.54923199999998
721	140415	énorme	120.0	705612.32	70.56123199999998
722	74541	joli	120.0	705732.32	70.57323199999998
723	13522	bas	119.86	705852.1799999998	70.58521800000001
724	34932	d'autres	119.73	705971.9099999998	70.59719100000001
725	100734	proposer	119.66	706091.57	70.609157
726	86547	naître	119.32	706210.8899999999	70.62108899999998
727	121875	souffrir	119.26	706330.1499999998	70.63301499999999
728	51587	entrée	118.78	706448.9299999998	70.64489300000001
729	127854	telle	118.58	706567.5099999999	70.65675099999999
730	66037	herbe	118.51	706686.0199999998	70.66860199999998
731	127170	tante	118.38	706804.3999999998	70.68043999999998
732	22584	chaise	118.31	706922.71	70.69227099999998
733	36425	difficile	118.11	707040.82	70.704082
734	39001	droite	117.97	707158.7899999998	70.71587899999999
735	78431	là-bas	117.7	707276.4899999999	70.72764899999999
736	11463	avant	117.7	707394.1899999998	70.73941899999998
737	73055	intéresser	117.36	707511.5499999998	70.75115499999998
738	19194	bête	117.36	707628.9099999998	70.76289099999998
739	45599	désir	117.09	707745.9999999999	70.77459999999998
740	87510	noir	116.89	707862.8899999999	70.78628899999998
741	125467	surprendre	116.62	707979.5099999999	70.79795099999998
742	141884	étonner	116.55	708096.0599999998	70.80960599999997
743	68463	immobile	116.42	708212.4799999999	70.82124799999998
744	119322	secouer	116.35	708328.8299999998	70.83288299999998
745	4646	allumer	116.28	708445.1099999999	70.84451099999998
746	22598	chaleur	116.22	708561.3299999998	70.85613299999999
747	88807	observer	116.01	708677.3399999999	70.86773399999998
748	127851	tel	115.74	708793.0799999998	70.87930799999998
749	91281	page	115.54	708908.6199999999	70.89086199999998
750	30896	conversation	115.34	709023.9599999998	70.90239599999998
751	31913	cou	115.34	709139.2999999998	70.91392999999998
752	12497	baisser	115.27	709254.5699999998	70.92545699999998
753	119253	scène	114.93	709369.4999999999	70.93694999999998
754	24850	cigarette	114.93	709484.4299999998	70.94844300000001
755	121444	sommeil	114.8	709599.23	70.959923
756	85240	musique	114.32	709713.5499999998	70.97135499999997
757	55864	fer	114.19	709827.7399999999	70.98277399999998
758	35650	depuis	114.05	709941.7899999998	70.99417899999997
759	11578	avenir	113.72	710055.5099999999	71.00555099999998
760	47279	elle-même	113.51	710169.0199999998	71.01690199999999
761	93154	passé	113.51	710282.5299999998	71.02825299999998
762	8612	arracher	113.38	710395.9099999998	71.03959099999999
763	122083	soulever	113.38	710509.2899999998	71.05092900000001
764	58244	forêt	113.31	710622.6	71.06226
765	23387	chaud	113.31	710735.91	71.07359100000002
766	84290	mort	113.18	710849.0900000002	71.08490900000002
767	87098	neuf	113.18	710962.2700000001	71.09622700000001
768	89553	oiseau	113.04	711075.3100000002	71.10753100000002
769	86385	mêler	112.64	711187.9500000002	71.11879500000002
770	34898	côte	112.5	711300.4500000002	71.13004500000002
771	65244	habiter	112.5	711412.9500000002	71.14129500000001
772	36095	deviner	112.3	711525.2500000001	71.15252500000003
773	58438	foule	112.3	711637.5500000003	71.16375500000002
774	103968	quartier	112.16	711749.7100000003	71.17497100000003
775	61144	garde	112.09	711861.8000000003	71.18618000000002
776	51097	entourer	112.09	711973.8900000001	71.19738900000003
777	50286	ennemi	111.96	712085.8500000002	71.20858500000003
778	141665	étendre	111.89	712197.7400000001	71.21977400000003
779	58841	frais	111.69	712309.4300000002	71.23094300000002
780	66930	humain	111.55	712420.9800000002	71.24209800000003
781	104086	quelque	111.49	712532.4700000002	71.25324700000002
782	8471	arme	111.49	712643.9600000002	71.26439600000002
783	18315	brusquement	111.42	712755.3800000001	71.27553800000003
784	21457	carte	111.42	712866.8000000003	71.28668000000003
785	119492	selon	110.88	712977.6800000003	71.29776800000003
786	85988	mémoire	110.88	713088.5600000003	71.30885600000003
787	64677	guère	110.68	713199.2400000003	71.31992400000003
788	135661	vin	110.47	713309.7100000003	71.33097100000003
789	142535	éviter	110.47	713420.1800000003	71.34201800000002
790	58040	former	110.27	713530.4500000003	71.35304500000005
791	64477	gueule	109.93	713640.3800000005	71.36403800000005
792	74261	jaune	109.86	713750.2400000003	71.37502400000005
793	15810	bon	109.86	713860.1000000003	71.38601000000003
794	126486	séparer	109.8	713969.9000000005	71.39699000000003
795	55556	faux	109.59	714079.4900000003	71.40794900000003
796	75042	juste	109.46	714188.9500000003	71.41889500000003
797	105490	ramener	109.26	714298.2100000003	71.42982100000003
798	35315	dehors	109.05	714407.2600000005	71.44072600000004
799	32399	court	108.99	714516.2500000003	71.45162500000005
800	25546	classe	108.92	714625.1700000005	71.46251700000003
801	68024	ignorer	108.45	714733.6200000003	71.47336200000005
802	132172	trou	108.38	714842.0000000003	71.48420000000003
803	32779	craindre	108.31	714950.3100000005	71.49503100000005
804	142657	île	108.24	715058.5500000005	71.50585500000005
805	26955	combien	108.04	715166.5900000004	71.51665900000005
806	36815	direction	108.04	715274.6300000005	71.52746300000005
807	22183	celles	107.97	715382.6000000004	71.53826000000005
808	99311	pouvoir	107.91	715490.5100000005	71.54905100000005
809	88685	obliger	107.57	715598.0800000004	71.55980800000005
810	99857	prix	107.5	715705.5800000004	71.57055800000005
811	76133	large	107.5	715813.0800000004	71.58130800000005
812	83390	moi-même	107.3	715920.3800000005	71.59203800000004
813	94988	peuple	107.3	716027.6800000005	71.60276800000005
814	20285	campagne	107.23	716134.9100000005	71.61349100000005
815	26510	coller	107.16	716242.0700000004	71.62420700000007
816	84818	moyen	107.03	716349.1000000007	71.63491000000006
817	68396	immense	106.89	716455.9900000006	71.64559900000006
818	129112	toile	106.62	716562.6100000006	71.65626100000007
819	22722	champ	106.49	716669.1000000007	71.66691000000007
820	99163	poursuivre	106.42	716775.5200000006	71.67755200000006
821	100733	propos	106.28	716881.8000000006	71.68818000000007
822	89081	occasion	105.74	716987.5400000006	71.69875400000006
823	124610	sujet	105.74	717093.2800000006	71.70932800000007
824	99612	prier	105.74	717199.0200000006	71.71990200000006
825	100252	profond	105.74	717304.7600000006	71.73047600000005
826	131898	triste	105.61	717410.3700000006	71.74103700000006
827	47873	emmener	105.47	717515.8400000004	71.75158400000005
828	132242	troupe	105.41	717621.2500000006	71.76212500000005
829	91372	pain	105.41	717726.6600000006	71.77266600000007
830	120804	situation	104.86	717831.5200000006	71.78315200000007
831	121559	songer	104.86	717936.3800000006	71.79363800000007
832	49625	enfoncer	104.8	718041.1800000006	71.80411800000007
833	18390	brûler	104.73	718145.9100000006	71.81459100000006
834	32117	couloir	104.53	718250.4400000006	71.82504400000006
835	97712	poitrine	104.46	718354.9000000006	71.83549000000006
836	17031	bouteille	104.05	718458.9500000007	71.84589500000007
837	49440	enfance	103.99	718562.9400000006	71.85629400000006
838	139731	élever	103.85	718666.7900000006	71.86667900000006
839	91394	paix	103.72	718770.5100000006	71.87705100000007
840	142005	étrange	103.58	718874.0900000004	71.88740900000005
841	31178	copain	103.38	718977.4700000007	71.89774700000005
842	66908	huit	102.5	719079.9700000007	71.90799700000005
843	111173	respirer	102.43	719182.4000000006	71.91824000000005
844	117736	sale	102.03	719284.4300000006	71.92844300000007
845	55582	fauteuil	102.03	719386.4600000007	71.93864600000006
846	52351	espoir	101.89	719488.3500000007	71.94883500000007
847	96435	placer	101.76	719590.1100000006	71.95901100000006
848	22578	chair	101.69	719691.8000000006	71.96918000000007
849	39181	durer	101.62	719793.4200000006	71.97934200000007
850	100506	promettre	101.42	719894.8400000007	71.98948400000006
851	22417	certains	101.28	719996.1200000006	71.99961200000007
852	117824	salon	101.22	720097.3400000007	72.00973400000007
853	99704	prince	101.22	720198.5600000006	72.01985600000006
854	36666	dimanche	101.15	720299.7100000007	72.02997100000006
855	80562	marquer	101.08	720400.7900000006	72.04007900000006
856	51207	entraîner	101.08	720501.8700000006	72.05018700000005
857	138515	éclater	100.47	720602.3400000004	72.06023400000005
858	121892	souffle	100.2	720702.5400000005	72.07025400000005
859	26885	colère	100.07	720802.6100000005	72.08026100000005
860	128133	terminer	100.0	720902.6100000005	72.09026100000004
861	1366	accrocher	99.93	721002.5400000005	72.10025400000005
862	116057	réponse	99.93	721102.4700000007	72.11024700000007
863	38885	dresser	99.86	721202.3300000004	72.12023300000007
864	56476	fil	99.73	721302.0600000005	72.13020600000007
865	66342	hiver	99.53	721401.5900000004	72.14015900000005
866	135998	visite	99.32	721500.9100000005	72.15009100000005
867	84082	morceau	99.32	721600.2300000004	72.16002300000005
868	112894	risquer	99.32	721699.5500000005	72.16995500000004
869	7369	appartement	99.26	721798.8100000005	72.17988100000005
870	118568	sauver	99.05	721897.8600000005	72.18978600000004
871	20144	camarade	98.99	721996.8500000004	72.19968500000004
872	113159	roi	98.92	722095.7700000005	72.20957700000005
873	54773	facile	98.65	722194.4200000005	72.21944200000007
874	79172	maintenir	98.51	722292.9300000005	72.22929300000007
875	111768	retirer	98.31	722391.2400000006	72.23912400000006
876	86751	national	98.04	722489.2800000006	72.24892800000006
877	2546	adresser	98.04	722587.3200000006	72.25873200000007
878	56650	fin	97.97	722685.2900000006	72.26852900000007
879	76724	liberté	97.97	722783.2600000006	72.27832600000006
880	35269	davantage	97.84	722881.1000000007	72.28811000000006
881	100479	promener	97.77	722978.8700000006	72.29788700000006
882	73124	intérêt	97.36	723076.2300000007	72.30762300000005
883	53758	existence	97.36	723173.5900000004	72.31735900000005
884	66557	honneur	97.36	723270.9500000004	72.32709500000007
885	131995	tromper	97.3	723368.2500000006	72.33682500000006
886	136308	voici	97.3	723465.5500000006	72.34655500000007
887	130335	trait	97.3	723562.8500000007	72.35628500000007
888	20277	camp	97.23	723660.0800000007	72.36600800000006
889	27435	compagnie	97.16	723757.2400000006	72.37572400000006
890	11325	autrefois	96.96	723854.2000000007	72.38542000000007
891	74840	juger	96.96	723951.1600000006	72.39511600000007
892	117162	rôle	96.96	724048.1200000006	72.40481200000006
893	133184	téléphone	96.82	724144.9400000005	72.41449400000005
894	141506	étage	96.55	724241.4900000006	72.42414900000007
895	117225	sable	96.55	724338.0400000006	72.43380400000007
896	63189	grand-père	96.49	724434.5300000006	72.44345300000006
897	11863	avouer	96.22	724530.7500000006	72.45307500000007
898	82518	militaire	96.22	724626.9700000007	72.46269700000005
899	113438	rose	96.08	724723.0500000005	72.47230500000005
900	119377	secret	96.01	724819.0600000005	72.48190600000005
901	68949	impossible	96.01	724915.0700000004	72.49150700000007
902	86817	nature	95.88	725010.9500000004	72.50109500000005
903	36844	diriger	95.68	725106.6300000006	72.51066300000006
904	64974	général	95.41	725202.0400000006	72.52020400000006
905	56443	figure	95.34	725297.3800000006	72.52973800000007
906	55577	faute	95.2	725392.5800000004	72.53925800000006
907	135571	vif	95.07	725487.6500000005	72.54876500000005
908	39065	drôle	95.07	725582.7200000004	72.55827200000004
909	99889	problème	95.0	725677.7200000004	72.56777200000005
910	8769	arrière	95.0	725772.7200000004	72.57727200000005
911	104256	quinze	94.8	725867.5200000005	72.58675200000005
912	49770	engager	94.59	725962.1100000005	72.59621100000005
913	12792	balle	94.59	726056.7000000004	72.60567000000005
914	95216	photo	94.59	726151.2900000005	72.61512900000005
915	63178	grand-mère	94.59	726245.8800000005	72.62458800000003
916	131283	trembler	94.05	726339.9300000005	72.63399300000005
917	60558	fête	94.05	726433.9800000004	72.64339800000005
918	5145	amener	93.92	726527.9000000005	72.65279000000005
919	63451	grave	93.78	726621.6800000005	72.66216800000005
920	75469	l'une	93.58	726715.2600000005	72.67152600000004
921	10947	auprès	93.45	726808.7100000004	72.68087100000005
922	75830	lampe	93.11	726901.8200000004	72.69018200000005
923	21638	casser	92.7	726994.5200000005	72.69945200000005
924	13988	beauté	92.64	727087.1600000005	72.70871600000005
925	134669	vendre	92.64	727179.8000000005	72.71798000000005
926	66193	hier	92.64	727272.4400000005	72.72724400000004
927	79402	malheur	92.64	727365.0800000004	72.73650800000004
928	121596	sonner	92.57	727457.6500000005	72.74576500000003
929	35145	danser	92.57	727550.2200000003	72.75502200000003
930	20730	capitaine	92.57	727642.7900000003	72.76427900000003
931	66716	hors	92.43	727735.2200000003	72.77352200000003
932	138077	écarter	92.36	727827.5800000003	72.78275800000003
933	53125	exactement	92.36	727919.9400000003	72.79199400000003
934	7372	appartenir	92.36	728012.3000000003	72.80123000000003
935	136172	vivant	92.23	728104.5300000003	72.81045300000002
936	89344	oeuvre	92.23	728196.7600000001	72.81967600000003
937	36504	différent	92.03	728288.7900000003	72.82887900000003
938	130469	tranquille	91.96	728380.7500000001	72.83807500000002
939	28648	confiance	91.96	728472.7100000002	72.84727100000002
940	77659	lointain	91.96	728564.6700000002	72.85646700000002
941	38684	douleur	91.89	728656.5600000002	72.86565600000002
942	108237	refermer	91.76	728748.3200000002	72.87483200000001
943	129143	toit	91.76	728840.0800000002	72.88400800000002
944	28494	condition	91.62	728931.7000000002	72.89317000000001
945	4526	allemand	91.55	729023.2500000001	72.90232500000002
946	8967	art	91.49	729114.7400000001	72.91147400000003
947	23600	chemise	91.42	729206.1600000003	72.92061600000002
948	100213	profiter	91.22	729297.3800000001	72.92973800000003
949	45924	détail	91.15	729388.5300000003	72.93885300000002
950	41694	défendre	91.08	729479.6100000001	72.94796100000002
951	62064	glace	91.01	729570.6200000001	72.95706200000002
952	98227	pont	90.81	729661.4300000003	72.96614300000003
953	138901	écraser	90.81	729752.2400000003	72.97522400000005
954	98710	poste	90.68	729842.9200000005	72.98429200000005
955	140459	épais	90.61	729933.5300000005	72.99335300000004
956	102804	pur	90.34	730023.8700000003	73.00238700000004
957	65872	haut	90.27	730114.1400000005	73.01141400000003
958	137196	vêtement	90.14	730204.2800000005	73.02042800000005
959	126702	tableau	90.0	730294.2800000005	73.02942800000005
960	32504	cousin	89.93	730384.2100000004	73.03842100000004
961	4601	allonger	89.66	730473.8700000005	73.04738700000004
962	61412	gauche	89.59	730563.4600000004	73.05634600000005
963	120698	sinon	89.26	730652.7200000004	73.06527200000005
964	78439	lâcher	89.19	730741.9100000005	73.07419100000004
965	3428	agiter	89.19	730831.1000000003	73.08311000000003
966	91966	paquet	89.19	730920.2900000003	73.09202900000003
967	115234	réfléchir	89.05	731009.3400000003	73.10093400000005
968	134571	veille	89.05	731098.3900000005	73.10983900000005
969	97499	poids	89.05	731187.4400000005	73.11874400000005
970	96660	plan	88.99	731276.4300000005	73.12764300000003
971	136392	voler	88.65	731365.0800000004	73.13650800000005
972	67070	hurler	88.65	731453.7300000004	73.14537300000005
973	119289	second	88.58	731542.3100000005	73.15423100000005
974	52268	espace	88.51	731630.8200000004	73.16308200000005
975	56478	filer	88.51	731719.3300000004	73.17193300000005
976	45793	désormais	88.45	731807.7800000005	73.18077800000003
977	65990	hein	88.45	731896.2300000003	73.18962300000005
978	128261	terrible	88.11	731984.3400000003	73.19843400000003
979	142502	évidemment	88.11	732072.4500000003	73.20724500000003
980	38694	douter	88.11	732160.5600000003	73.21605600000002
981	22964	chapeau	88.04	732248.6000000003	73.22486000000005
982	132348	truc	87.77	732336.3700000003	73.23363700000003
983	93100	passion	87.64	732424.0100000005	73.24240100000003
984	110421	repartir	87.57	732511.5800000003	73.25115800000003
985	1953	action	87.43	732599.0100000005	73.25990100000004
986	29463	considérer	87.43	732686.4400000005	73.26864400000005
987	38053	docteur	87.36	732773.8000000005	73.27738000000005
988	132168	trottoir	87.36	732861.1600000005	73.28611600000005
989	92783	parti	87.36	732948.5200000005	73.29485200000003
990	103360	pénétrer	87.23	733035.7500000003	73.30357500000005
991	106012	rare	87.23	733122.9800000003	73.31229800000003
992	102288	prêter	87.09	733210.0700000003	73.32100700000002
993	94623	personnage	86.96	733297.0300000003	73.32970300000002
994	96498	plage	86.89	733383.9200000003	73.33839200000003
995	62685	gorge	86.82	733470.7400000001	73.34707400000002
996	81402	meilleur	86.82	733557.5600000002	73.35575600000001
997	68861	important	86.76	733644.3200000002	73.36443200000002
998	4525	allemand	86.55	733730.8700000001	73.37308700000003
999	34933	d'autres	86.55	733817.4200000003	73.38174200000003
1000	30071	content	86.49	733903.9100000003	73.39039100000002
1001	20699	capable	86.35	733990.2600000001	73.39902600000002
1002	97209	plonger	86.22	734076.4800000002	73.40764800000002
1003	100614	prononcer	86.08	734162.5600000002	73.41625600000002
1004	35675	dernier	86.08	734248.6400000001	73.42486400000001
1005	138444	éclairer	85.95	734334.5900000002	73.43345900000001
1006	17311	branche	85.61	734420.2000000002	73.44202000000001
1007	110947	représenter	85.54	734505.7400000001	73.45057400000002
1008	93457	patte	85.14	734590.8800000001	73.45908800000002
1009	74414	jeunesse	85.14	734676.0200000001	73.46760200000001
1010	78814	machine	85.0	734761.0200000001	73.47610200000003
1011	77425	livrer	84.93	734845.9500000002	73.48459500000001
1012	11588	aventure	84.86	734930.8100000002	73.49308100000002
